ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Audio_Files
psi_am-Numerals-49-1,,psi_am,Numerals-49,dəwijao noː,dəwijao_noː,d ə w i j a o + n oː,,hindukush,,,^ d ə w i j a o _ n oː $,default,
psi_am-Numerals-50-1,,psi_am,Numerals-50,dəwijao deː,dəwijao_deː,d ə w i j a o + d eː,,hindukush,,,^ d ə w i j a o _ d eː $,default,
psi_am-Numerals-60-1,,psi_am,Numerals-60,ɬewəja,ɬewəja,ɬ e w ə j a,,hindukush,,,^ ɬ e w ə j a $,default,
psi_am-Numerals-70-1,,psi_am,Numerals-70,ɬewəjao deː,ɬewəjao_deː,ɬ e w ə j a o + d eː,,hindukush,,,^ ɬ e w ə j a o _ d eː $,default,
psi_am-Numerals-80-1,,psi_am,Numerals-80,tɕaːrwəja,tɕaːrwəja,tɕ aː r w ə j a,,hindukush,,,^ tɕ aː rw ə j a $,default,
psi_am-Numerals-90-1,,psi_am,Numerals-90,tɕaːrwəjao deː,tɕaːrwəjao_deː,tɕ aː r w ə j a o + d eː,,hindukush,,,^ tɕ aː rw ə j a o _ d eː $,default,
psi_am-Numerals-100-1,,psi_am,Numerals-100,pandʑuwɪa,pandʑuwɪa,p a n dʑ u w ɪ a,,hindukush,,,^ p a n dʑ u w ɪa $,default,
psi_am-Numerals-110-1,,psi_am,Numerals-110,pandʑuwɪao deː,pandʑuwɪao_deː,p a n dʑ u w ɪ a o + d eː,,hindukush,,,^ p a n dʑ u w ɪa o _ d eː $,default,
psi_am-Numerals-120-1,,psi_am,Numerals-120,ɕewəja,ɕewəja,ɕ e w ə j a,,hindukush,,,^ ɕ e w ə j a $,default,
psi_am-Numerals-200-1,,psi_am,Numerals-200,doː sad,doː_sad,d oː + s a d,,hindukush,,,^ d oː _ s a d $,default,
psi_am-Numerals-1000-1,,psi_am,Numerals-1000,iː azaːr,iː_azaːr,iː + a z aː r,,hindukush,,,^ iː _ a z aː r $,default,
aee_at-Numerals-1-1,,aee_at,Numerals-1,eː,eː,eː,,hindukush,,,^ eː $,default,
aee_at-Numerals-2-1,,aee_at,Numerals-2,duː,duː,d uː,,hindukush,,,^ d uː $,default,
aee_at-Numerals-3-1,,aee_at,Numerals-3,trəː,trəː,t r əː,,hindukush,,,^ t r əː $,default,
aee_at-Numerals-4-1,,aee_at,Numerals-4,tɕɔːr,tɕɔːr,tɕ ɔː r,,hindukush,,,^ tɕ ɔː r $,default,
aee_at-Numerals-5-1,,aee_at,Numerals-5,pãːj,pãːj,p ãː j,,hindukush,,,^ p ãː j $,default,
aee_at-Numerals-6-1,,aee_at,Numerals-6,tɕəː,tɕəː,tɕ əː,,hindukush,,,^ tɕ əː $,default,
aee_at-Numerals-7-1,,aee_at,Numerals-7,saːt,saːt,s aː t,,hindukush,,,^ s aː t $,default,
aee_at-Numerals-8-1,,aee_at,Numerals-8,aːɕt,aːɕt,aː ɕ t,,hindukush,,,^ aː ɕ t $,default,
aee_at-Numerals-9-1,,aee_at,Numerals-9,naw,naw,n a w,,hindukush,,,^ n a w $,default,
aee_at-Numerals-10-1,,aee_at,Numerals-10,daːj,daːj,d aː j,,hindukush,,,^ d aː j $,default,
aee_at-Numerals-11-1,,aee_at,Numerals-11,juːj,juːj,j uː j,,hindukush,,,^ j uː j $,default,
aee_at-Numerals-12-1,,aee_at,Numerals-12,duːj,duːj,d uː j,,hindukush,,,^ d uː j $,default,
aee_at-Numerals-13-1,,aee_at,Numerals-13,truj,truj,t r u j,,hindukush,,,^ t r u j $,default,
aee_at-Numerals-14-1,,aee_at,Numerals-14,tɕadaj,tɕadaj,tɕ a d a j,,hindukush,,,^ tɕ a d a j $,default,
aee_at-Numerals-15-1,,aee_at,Numerals-15,panju,panju,p a n j u,,hindukush,,,^ p a n j u $,default,
aee_at-Numerals-16-1,,aee_at,Numerals-16,ɕəɽ,ɕəɽ,ɕ ə ɽ,,hindukush,,,^ ɕ ə ɽ $,default,
aee_at-Numerals-17-1,,aee_at,Numerals-17,satiju,satiju,s a t i j u,,hindukush,,,^ s a t i j u $,default,
aee_at-Numerals-18-1,,aee_at,Numerals-18,aɕtiju,aɕtiju,a ɕ t i j u,,hindukush,,,^ a ɕ t i j u $,default,
aee_at-Numerals-19-1,,aee_at,Numerals-19,nawijaũ,nawijaũ,n a w i j a ũ,,hindukush,,,^ n a w i j a ũ $,default,
aee_at-Numerals-20-1,,aee_at,Numerals-20,weːst,weːst,w eː s t,,hindukush,,,^ w eː s t $,default,
aee_at-Numerals-21-1,,aee_at,Numerals-21,weːstme iː,weːstme_iː,w eː s t m e + iː,,hindukush,,,^ w eː s t m e _ iː $,default,
aee_at-Numerals-22-1,,aee_at,Numerals-22,weːstme duː,weːstme_duː,w eː s t m e + d uː,,hindukush,,,^ w eː s t m e _ d uː $,default,
aee_at-Numerals-23-1,,aee_at,Numerals-23,weːstme trəː,weːstme_trəː,w eː s t m e + t r əː,,hindukush,,,^ w eː s t m e _ t r əː $,default,
aee_at-Numerals-24-1,,aee_at,Numerals-24,weːstme tɕɔːr,weːstme_tɕɔːr,w eː s t m e + tɕ ɔː r,,hindukush,,,^ w eː s t m e _ tɕ ɔː r $,default,
aee_at-Numerals-25-1,,aee_at,Numerals-25,weːstme pãːj,weːstme_pãːj,w eː s t m e + p ãː j,,hindukush,,,^ w eː s t m e _ p ãː j $,default,
aee_at-Numerals-26-1,,aee_at,Numerals-26,weːstme tɕəː,weːstme_tɕəː,w eː s t m e + tɕ əː,,hindukush,,,^ w eː s t m e _ tɕ əː $,default,
aee_at-Numerals-27-1,,aee_at,Numerals-27,weːstme saːt,weːstme_saːt,w eː s t m e + s aː t,,hindukush,,,^ w eː s t m e _ s aː t $,default,
aee_at-Numerals-28-1,,aee_at,Numerals-28,weːstme aːɕt,weːstme_aːɕt,w eː s t m e + aː ɕ t,,hindukush,,,^ w eː s t m e _ aː ɕ t $,default,
aee_at-Numerals-29-1,,aee_at,Numerals-29,weːstme naw,weːstme_naw,w eː s t m e + n a w,,hindukush,,,^ w eː s t m e _ n a w $,default,
aee_at-Numerals-30-1,,aee_at,Numerals-30,weːstme daːj,weːstme_daːj,w eː s t m e + d aː j,,hindukush,,,^ w eː s t m e _ d aː j $,default,
aee_at-Numerals-31-1,,aee_at,Numerals-31,weːstme joːj,weːstme_joːj,w eː s t m e + j oː j,,hindukush,,,^ w eː s t m e _ j oː j $,default,
aee_at-Numerals-32-1,,aee_at,Numerals-32,weːstme doːj,weːstme_doːj,w eː s t m e + d oː j,,hindukush,,,^ w eː s t m e _ d oː j $,default,
aee_at-Numerals-33-1,,aee_at,Numerals-33,weːstme truj,weːstme_truj,w eː s t m e + t r u j,,hindukush,,,^ w eː s t m e _ t r u j $,default,
aee_at-Numerals-34-1,,aee_at,Numerals-34,weːstme tɕadaj,weːstme_tɕadaj,w eː s t m e + tɕ a d a j,,hindukush,,,^ w eː s t m e _ tɕ a d a j $,default,
aee_at-Numerals-35-1,,aee_at,Numerals-35,weːstme panju,weːstme_panju,w eː s t m e + p a n j u,,hindukush,,,^ w eː s t m e _ p a n j u $,default,
aee_at-Numerals-36-1,,aee_at,Numerals-36,weːstme ɕəɽ,weːstme_ɕəɽ,w eː s t m e + ɕ ə ɽ,,hindukush,,,^ w eː s t m e _ ɕ ə ɽ $,default,
aee_at-Numerals-37-1,,aee_at,Numerals-37,weːstme satəju,weːstme_satəju,w eː s t m e + s a t ə j u,,hindukush,,,^ w eː s t m e _ s a t ə j u $,default,
aee_at-Numerals-38-1,,aee_at,Numerals-38,weːstme aɕtəju,weːstme_aɕtəju,w eː s t m e + a ɕ t ə j u,,hindukush,,,^ w eː s t m e _ a ɕ t ə j u $,default,
aee_at-Numerals-39-1,,aee_at,Numerals-39,weːstme nawijaũ,weːstme_nawijaũ,w eː s t m e + n a w i j a ũ,,hindukush,,,^ w eː s t m e _ n a w i j a ũ $,default,
aee_at-Numerals-40-1,,aee_at,Numerals-40,duwijɔ,duwijɔ,d u w i j ɔ,,hindukush,,,^ d u w i j ɔ $,default,
aee_at-Numerals-41-1,,aee_at,Numerals-41,dujɔme iː,dujɔme_iː,d u j ɔ m e + iː,,hindukush,,,^ d u j ɔ m e _ iː $,default,
aee_at-Numerals-42-1,,aee_at,Numerals-42,dujɔme duː,dujɔme_duː,d u j ɔ m e + d uː,,hindukush,,,^ d u j ɔ m e _ d uː $,default,
aee_at-Numerals-43-1,,aee_at,Numerals-43,dujɔme trəː,dujɔme_trəː,d u j ɔ m e + t r əː,,hindukush,,,^ d u j ɔ m e _ t r əː $,default,
aee_at-Numerals-44-1,,aee_at,Numerals-44,dujɔme tɕoːr,dujɔme_tɕoːr,d u j ɔ m e + tɕ oː r,,hindukush,,,^ d u j ɔ m e _ tɕ oː r $,default,
aee_at-Numerals-45-1,,aee_at,Numerals-45,dujɔme pãːj,dujɔme_pãːj,d u j ɔ m e + p ãː j,,hindukush,,,^ d u j ɔ m e _ p ãː j $,default,
aee_at-Numerals-46-1,,aee_at,Numerals-46,dujɔme tɕəː,dujɔme_tɕəː,d u j ɔ m e + tɕ əː,,hindukush,,,^ d u j ɔ m e _ tɕ əː $,default,
aee_at-Numerals-47-1,,aee_at,Numerals-47,dujɔme saːt,dujɔme_saːt,d u j ɔ m e + s aː t,,hindukush,,,^ d u j ɔ m e _ s aː t $,default,
aee_at-Numerals-48-1,,aee_at,Numerals-48,dujɔme aːɕt,dujɔme_aːɕt,d u j ɔ m e + aː ɕ t,,hindukush,,,^ d u j ɔ m e _ aː ɕ t $,default,
aee_at-Numerals-49-1,,aee_at,Numerals-49,dujɔme naw,dujɔme_naw,d u j ɔ m e + n a w,,hindukush,,,^ d u j ɔ m e _ n a w $,default,
aee_at-Numerals-50-1,,aee_at,Numerals-50,dujɔme daːj,dujɔme_daːj,d u j ɔ m e + d aː j,,hindukush,,,^ d u j ɔ m e _ d aː j $,default,
aee_at-Numerals-60-1,,aee_at,Numerals-60,trəwijɔ,trəwijɔ,t r ə w i j ɔ,,hindukush,,,^ t r ə w i j ɔ $,default,
aee_at-Numerals-80-1,,aee_at,Numerals-80,tɕoːrwijɔ,tɕoːrwijɔ,tɕ oː r w i j ɔ,,hindukush,,,^ tɕ oː rw i j ɔ $,default,
aee_at-Numerals-90-1,,aee_at,Numerals-90,tɕoːrwəjɔme daːj,tɕoːrwəjɔme_daːj,tɕ oː r w ə j ɔ m e + d aː j,,hindukush,,,^ tɕ oː rw ə j ɔ m e _ d aː j $,default,
aee_at-Numerals-100-1,,aee_at,Numerals-100,fãːjwjɔ,fãːjwjɔ,f ãː j w j ɔ,,hindukush,,,^ f ãː j w j ɔ $,default,
aee_at-Numerals-110-1,,aee_at,Numerals-110,fãːjwjɔme daːj,fãːjwjɔme_daːj,f ãː j w j ɔ m e + d aː j,,hindukush,,,^ f ãː j w j ɔ m e _ d aː j $,default,
aee_at-Numerals-120-1,,aee_at,Numerals-120,fãːjwjɔme wɪst,fãːjwjɔme_wɪst,f ãː j w j ɔ m e + w ɪ s t,,hindukush,,,^ f ãː j w j ɔ m e _ w ɪ s t $,default,
aee_at-Numerals-200-1,,aee_at,Numerals-200,dajwijɔ,dajwijɔ,d a j w i j ɔ,,hindukush,,,^ d a j w i j ɔ $,default,
aee_at-Numerals-1000-1,,aee_at,Numerals-1000,zər,zər,z ə r,,hindukush,,,^ z ə r $,default,
aee_ch-Numerals-1-1,,aee_ch,Numerals-1,je,je,j e,,hindukush,,,^ j e $,default,
aee_ch-Numerals-2-1,,aee_ch,Numerals-2,du,du,d u,,hindukush,,,^ d u $,default,
aee_ch-Numerals-3-1,,aee_ch,Numerals-3,ɬɛ,ɬɛ,ɬ ɛ,,hindukush,,,^ ɬ ɛ $,default,
aee_ch-Numerals-4-1,,aee_ch,Numerals-4,tsoːr,tsoːr,ts oː r,,hindukush,,,^ ts oː r $,default,
aee_ch-Numerals-5-1,,aee_ch,Numerals-5,pãːj,pãːj,p ãː j,,hindukush,,,^ p ãː j $,default,
aee_ch-Numerals-6-1,,aee_ch,Numerals-6,tɕʰə,tɕʰə,tɕʰ ə,,hindukush,,,^ tɕʰ ə $,default,
aee_ch-Numerals-7-1,,aee_ch,Numerals-7,saːt,saːt,s aː t,,hindukush,,,^ s aː t $,default,
aee_ch-Numerals-8-1,,aee_ch,Numerals-8,aːʂ,aːʂ,aː ʂ,,hindukush,,,^ aː ʂ $,default,
aee_ch-Numerals-9-1,,aee_ch,Numerals-9,naːu,naːu,n aːu,,hindukush,,,^ n aːu $,default,
aee_ch-Numerals-10-1,,aee_ch,Numerals-10,daːj,daːj,d aː j,,hindukush,,,^ d aː j $,default,
aee_ch-Numerals-11-1,,aee_ch,Numerals-11,juwoːj,juwoːj,j u w oː j,,hindukush,,,^ j u w oː j $,default,
aee_ch-Numerals-12-1,,aee_ch,Numerals-12,duwoːj,duwoːj,d u w oː j,,hindukush,,,^ d u w oː j $,default,
aee_ch-Numerals-13-1,,aee_ch,Numerals-13,ɬəj,ɬəj,ɬ ə j,,hindukush,,,^ ɬ ə j $,default,
aee_ch-Numerals-14-1,,aee_ch,Numerals-14,tsadaːj,tsadaːj,ts a d aː j,,hindukush,,,^ ts a d aː j $,default,
aee_ch-Numerals-15-1,,aee_ch,Numerals-15,paziw,paziw,p a z i w,,hindukush,,,^ p a z i w $,default,
aee_ch-Numerals-16-1,,aee_ch,Numerals-16,ʂuːɽ,ʂuːɽ,ʂ uː ɽ,,hindukush,,,^ ʂ uː ɽ $,default,
aee_ch-Numerals-17-1,,aee_ch,Numerals-17,satiw,satiw,s a t i w,,hindukush,,,^ s a t i w $,default,
aee_ch-Numerals-18-1,,aee_ch,Numerals-18,aʂʈiw,aʂʈiw,a ʂ ʈ i w,,hindukush,,,^ a ʂ ʈ i w $,default,
aee_ch-Numerals-19-1,,aee_ch,Numerals-19,nawiw,nawiw,n a w i w,,hindukush,,,^ n a w i w $,default,
aee_ch-Numerals-20-1,,aee_ch,Numerals-20,wist,wist,w i s t,,hindukush,,,^ w i s t $,default,
aee_ch-Numerals-21-1,,aee_ch,Numerals-21,wistəbi je,wistəbi_je,w i s t ə b i + j e,,hindukush,,,^ w i s t ə b i _ j e $,default,
aee_ch-Numerals-22-1,,aee_ch,Numerals-22,wistəbi du,wistəbi_du,w i s t ə b i + d u,,hindukush,,,^ w i s t ə b i _ d u $,default,
aee_ch-Numerals-23-1,,aee_ch,Numerals-23,wistəbi ɬɛ,wistəbi_ɬɛ,w i s t ə b i + ɬ ɛ,,hindukush,,,^ w i s t ə b i _ ɬ ɛ $,default,
aee_ch-Numerals-24-1,,aee_ch,Numerals-24,wistəbi tsoːr,wistəbi_tsoːr,w i s t ə b i + ts oː r,,hindukush,,,^ w i s t ə b i _ ts oː r $,default,
aee_ch-Numerals-25-1,,aee_ch,Numerals-25,wistəbi pãːj,wistəbi_pãːj,w i s t ə b i + p ãː j,,hindukush,,,^ w i s t ə b i _ p ãː j $,default,
aee_ch-Numerals-26-1,,aee_ch,Numerals-26,wistəbi tɕʰə,wistəbi_tɕʰə,w i s t ə b i + tɕʰ ə,,hindukush,,,^ w i s t ə b i _ tɕʰ ə $,default,
aee_ch-Numerals-27-1,,aee_ch,Numerals-27,wistəbi saːt,wistəbi_saːt,w i s t ə b i + s aː t,,hindukush,,,^ w i s t ə b i _ s aː t $,default,
aee_ch-Numerals-28-1,,aee_ch,Numerals-28,wistəbi aːʂ,wistəbi_aːʂ,w i s t ə b i + aː ʂ,,hindukush,,,^ w i s t ə b i _ aː ʂ $,default,
aee_ch-Numerals-29-1,,aee_ch,Numerals-29,wistəbi naːu,wistəbi_naːu,w i s t ə b i + n aːu,,hindukush,,,^ w i s t ə b i _ n aːu $,default,
aee_ch-Numerals-30-1,,aee_ch,Numerals-30,wistəbi daːj,wistəbi_daːj,w i s t ə b i + d aː j,,hindukush,,,^ w i s t ə b i _ d aː j $,default,
aee_ch-Numerals-31-1,,aee_ch,Numerals-31,wistəbi juwoːj,wistəbi_juwoːj,w i s t ə b i + j u w oː j,,hindukush,,,^ w i s t ə b i _ j u w oː j $,default,
aee_ch-Numerals-32-1,,aee_ch,Numerals-32,wistəbi duwoːj,wistəbi_duwoːj,w i s t ə b i + d u w oː j,,hindukush,,,^ w i s t ə b i _ d u w oː j $,default,
aee_ch-Numerals-33-1,,aee_ch,Numerals-33,wistəbi ɬəj,wistəbi_ɬəj,w i s t ə b i + ɬ ə j,,hindukush,,,^ w i s t ə b i _ ɬ ə j $,default,
aee_ch-Numerals-34-1,,aee_ch,Numerals-34,wistəbi tsadaːj,wistəbi_tsadaːj,w i s t ə b i + ts a d aː j,,hindukush,,,^ w i s t ə b i _ ts a d aː j $,default,
aee_ch-Numerals-35-1,,aee_ch,Numerals-35,wistəbi paziw,wistəbi_paziw,w i s t ə b i + p a z i w,,hindukush,,,^ w i s t ə b i _ p a z i w $,default,
aee_ch-Numerals-36-1,,aee_ch,Numerals-36,wistəbi ʂuːɽ,wistəbi_ʂuːɽ,w i s t ə b i + ʂ uː ɽ,,hindukush,,,^ w i s t ə b i _ ʂ uː ɽ $,default,
aee_ch-Numerals-37-1,,aee_ch,Numerals-37,wistəbi satiw,wistəbi_satiw,w i s t ə b i + s a t i w,,hindukush,,,^ w i s t ə b i _ s a t i w $,default,
aee_ch-Numerals-38-1,,aee_ch,Numerals-38,wistəbi aʂʈiw,wistəbi_aʂʈiw,w i s t ə b i + a ʂ ʈ i w,,hindukush,,,^ w i s t ə b i _ a ʂ ʈ i w $,default,
aee_ch-Numerals-39-1,,aee_ch,Numerals-39,wistəbi nawiw,wistəbi_nawiw,w i s t ə b i + n a w i w,,hindukush,,,^ w i s t ə b i _ n a w i w $,default,
aee_ch-Numerals-40-1,,aee_ch,Numerals-40,dijõ,dijõ,d i j õ,,hindukush,,,^ d i j õ $,default,
aee_ch-Numerals-41-1,,aee_ch,Numerals-41,dijãːbi je,dijãːbi_je,d i j ãː b i + j e,,hindukush,,,^ d i j ãː b i _ j e $,default,
aee_ch-Numerals-42-1,,aee_ch,Numerals-42,dijãːbi du,dijãːbi_du,d i j ãː b i + d u,,hindukush,,,^ d i j ãː b i _ d u $,default,
aee_ch-Numerals-43-1,,aee_ch,Numerals-43,dijãːbi ɬə,dijãːbi_ɬə,d i j ãː b i + ɬ ə,,hindukush,,,^ d i j ãː b i _ ɬ ə $,default,
aee_ch-Numerals-44-1,,aee_ch,Numerals-44,dijãːbi tsoːr,dijãːbi_tsoːr,d i j ãː b i + ts oː r,,hindukush,,,^ d i j ãː b i _ ts oː r $,default,
aee_ch-Numerals-45-1,,aee_ch,Numerals-45,dijãːbi pãːj,dijãːbi_pãːj,d i j ãː b i + p ãː j,,hindukush,,,^ d i j ãː b i _ p ãː j $,default,
aee_ch-Numerals-46-1,,aee_ch,Numerals-46,dijãːbi tɕʰə,dijãːbi_tɕʰə,d i j ãː b i + tɕʰ ə,,hindukush,,,^ d i j ãː b i _ tɕʰ ə $,default,
aee_ch-Numerals-47-1,,aee_ch,Numerals-47,dijãːbi saːt,dijãːbi_saːt,d i j ãː b i + s aː t,,hindukush,,,^ d i j ãː b i _ s aː t $,default,
aee_ch-Numerals-48-1,,aee_ch,Numerals-48,dijãːbi aːʂ,dijãːbi_aːʂ,d i j ãː b i + aː ʂ,,hindukush,,,^ d i j ãː b i _ aː ʂ $,default,
aee_ch-Numerals-49-1,,aee_ch,Numerals-49,dijãːbi naːu,dijãːbi_naːu,d i j ãː b i + n aːu,,hindukush,,,^ d i j ãː b i _ n aːu $,default,
aee_ch-Numerals-50-1,,aee_ch,Numerals-50,dijãːbi daːj,dijãːbi_daːj,d i j ãː b i + d aː j,,hindukush,,,^ d i j ãː b i _ d aː j $,default,
aee_ch-Numerals-60-1,,aee_ch,Numerals-60,ɬəjõ,ɬəjõ,ɬ ə j õ,,hindukush,,,^ ɬ ə j õ $,default,
aee_ch-Numerals-70-1,,aee_ch,Numerals-70,ɬəjãːbi daːj,ɬəjãːbi_daːj,ɬ ə j ãː b i + d aː j,,hindukush,,,^ ɬ ə j ãː b i _ d aː j $,default,
aee_ch-Numerals-80-1,,aee_ch,Numerals-80,tsoːrijo,tsoːrijo,ts oː r i j o,,hindukush,,,^ ts oː r i j o $,default,
aee_ch-Numerals-90-1,,aee_ch,Numerals-90,tsoːrijobi daːj,tsoːrijobi_daːj,ts oː r i j o b i + d aː j,,hindukush,,,^ ts oː r i j o b i _ d aː j $,default,
aee_ch-Numerals-100-1,,aee_ch,Numerals-100,paːjnjo,paːjnjo,p aː j n j o,,hindukush,,,^ p aː j n j o $,default,
aee_ch-Numerals-110-1,,aee_ch,Numerals-110,paːjnjobi daːj,paːjnjobi_daːj,p aː j n j o b i + d aː j,,hindukush,,,^ p aː j n j o b i _ d aː j $,default,
aee_ch-Numerals-120-1,,aee_ch,Numerals-120,paːjnijobi wist,paːjnijobi_wist,p aː j n i j o b i + w i s t,,hindukush,,,^ p aː j n i j o b i _ w i s t $,default,
aee_ch-Numerals-200-1,,aee_ch,Numerals-200,daːijo,daːijo,d aːi j o,,hindukush,,,^ d aːi j o $,default,
aee_ch-Numerals-1000-1,,aee_ch,Numerals-1000,zər,zər,z ə r,,hindukush,,,^ z ə r $,default,
aee_kg-Numerals-1-1,,aee_kg,Numerals-1,je,je,j e,,hindukush,,,^ j e $,default,
aee_kg-Numerals-2-1,,aee_kg,Numerals-2,du,du,d u,,hindukush,,,^ d u $,default,
aee_kg-Numerals-3-1,,aee_kg,Numerals-3,ɬe,ɬe,ɬ e,,hindukush,,,^ ɬ e $,default,
aee_kg-Numerals-4-1,,aee_kg,Numerals-4,tsoːr,tsoːr,ts oː r,,hindukush,,,^ ts oː r $,default,
aee_kg-Numerals-5-1,,aee_kg,Numerals-5,pãːj,pãːj,p ãː j,,hindukush,,,^ p ãː j $,default,
aee_kg-Numerals-6-1,,aee_kg,Numerals-6,tɕʰe,tɕʰe,tɕʰ e,,hindukush,,,^ tɕʰ e $,default,
aee_kg-Numerals-7-1,,aee_kg,Numerals-7,saːt,saːt,s aː t,,hindukush,,,^ s aː t $,default,
aee_kg-Numerals-8-1,,aee_kg,Numerals-8,aʂ,aʂ,a ʂ,,hindukush,,,^ a ʂ $,default,
aee_kg-Numerals-9-1,,aee_kg,Numerals-9,naw,naw,n a w,,hindukush,,,^ n a w $,default,
aee_kg-Numerals-10-1,,aee_kg,Numerals-10,daj,daj,d a j,,hindukush,,,^ d a j $,default,
aee_kg-Numerals-11-1,,aee_kg,Numerals-11,juj,juj,j u j,,hindukush,,,^ j u j $,default,
aee_kg-Numerals-12-1,,aee_kg,Numerals-12,duj,duj,d u j,,hindukush,,,^ d u j $,default,
aee_kg-Numerals-13-1,,aee_kg,Numerals-13,ɬej,ɬej,ɬ e j,,hindukush,,,^ ɬ e j $,default,
aee_kg-Numerals-14-1,,aee_kg,Numerals-14,tsadaj,tsadaj,ts a d a j,,hindukush,,,^ ts a d a j $,default,
aee_kg-Numerals-15-1,,aee_kg,Numerals-15,panziːw,panziːw,p a n z iː w,,hindukush,,,^ p a n z iː w $,default,
aee_kg-Numerals-16-1,,aee_kg,Numerals-16,ʂej,ʂej,ʂ e j,,hindukush,,,^ ʂ e j $,default,
aee_kg-Numerals-17-1,,aee_kg,Numerals-17,satiːw,satiːw,s a t iː w,,hindukush,,,^ s a t iː w $,default,
aee_kg-Numerals-18-1,,aee_kg,Numerals-18,aʂʈiːw,aʂʈiːw,a ʂ ʈ iː w,,hindukush,,,^ a ʂ ʈ iː w $,default,
aee_kg-Numerals-19-1,,aee_kg,Numerals-19,nawiːw,nawiːw,n a w iː w,,hindukush,,,^ n a w iː w $,default,
aee_kg-Numerals-20-1,,aee_kg,Numerals-20,wist,wist,w i s t,,hindukush,,,^ w i s t $,default,
aee_kg-Numerals-22-1,,aee_kg,Numerals-22,dubi wist,dubi_wist,d u b i + w i s t,,hindukush,,,^ d u b i _ w i s t $,default,
aee_kg-Numerals-24-1,,aee_kg,Numerals-24,tsoːrebi wist,tsoːrebi_wist,ts oː r e b i + w i s t,,hindukush,,,^ ts oː r e b i _ w i s t $,default,
aee_kg-Numerals-25-1,,aee_kg,Numerals-25,paːjnebi wist,paːjnebi_wist,p aː j n e b i + w i s t,,hindukush,,,^ p aː j n e b i _ w i s t $,default,
aee_kg-Numerals-26-1,,aee_kg,Numerals-26,tɕʰebi wist,tɕʰebi_wist,tɕʰ e b i + w i s t,,hindukush,,,^ tɕʰ e b i _ w i s t $,default,
aee_kg-Numerals-27-1,,aee_kg,Numerals-27,saːtebi wist,saːtebi_wist,s aː t e b i + w i s t,,hindukush,,,^ s aː t e b i _ w i s t $,default,
aee_kg-Numerals-28-1,,aee_kg,Numerals-28,aːʂebi wist,aːʂebi_wist,aː ʂ e b i + w i s t,,hindukush,,,^ aː ʂ e b i _ w i s t $,default,
aee_kg-Numerals-29-1,,aee_kg,Numerals-29,nawebi wist,nawebi_wist,n a w e b i + w i s t,,hindukush,,,^ n a w e b i _ w i s t $,default,
aee_kg-Numerals-30-1,,aee_kg,Numerals-30,dajebi wist,dajebi_wist,d a j e b i + w i s t,,hindukush,,,^ d a j e b i _ w i s t $,default,
aee_kg-Numerals-31-1,,aee_kg,Numerals-31,jujebi wist,jujebi_wist,j u j e b i + w i s t,,hindukush,,,^ j u j e b i _ w i s t $,default,
aee_kg-Numerals-32-1,,aee_kg,Numerals-32,dujebi wist,dujebi_wist,d u j e b i + w i s t,,hindukush,,,^ d u j e b i _ w i s t $,default,
aee_kg-Numerals-33-1,,aee_kg,Numerals-33,ɬejebi wist,ɬejebi_wist,ɬ e j e b i + w i s t,,hindukush,,,^ ɬ e j e b i _ w i s t $,default,
aee_kg-Numerals-34-1,,aee_kg,Numerals-34,tsadajebi wist,tsadajebi_wist,ts a d a j e b i + w i s t,,hindukush,,,^ ts a d a j e b i _ w i s t $,default,
aee_kg-Numerals-35-1,,aee_kg,Numerals-35,panziːmebi wist,panziːmebi_wist,p a n z iː m e b i + w i s t,,hindukush,,,^ p a n z iː m e b i _ w i s t $,default,
aee_kg-Numerals-36-1,,aee_kg,Numerals-36,ʂejebi wist,ʂejebi_wist,ʂ e j e b i + w i s t,,hindukush,,,^ ʂ e j e b i _ w i s t $,default,
aee_kg-Numerals-37-1,,aee_kg,Numerals-37,satiːmebi wist,satiːmebi_wist,s a t iː m e b i + w i s t,,hindukush,,,^ s a t iː m e b i _ w i s t $,default,
aee_kg-Numerals-38-1,,aee_kg,Numerals-38,aɕʈiːmebi wist,aɕʈiːmebi_wist,a ɕ ʈ iː m e b i + w i s t,,hindukush,,,^ a ɕ ʈ iː m e b i _ w i s t $,default,
aee_kg-Numerals-39-1,,aee_kg,Numerals-39,nawiːmebi wist,nawiːmebi_wist,n a w iː m e b i + w i s t,,hindukush,,,^ n a w iː m e b i _ w i s t $,default,
aee_kg-Numerals-40-1,,aee_kg,Numerals-40,dujõ,dujõ,d u j õ,,hindukush,,,^ d u j õ $,default,
aee_kg-Numerals-41-1,,aee_kg,Numerals-41,jebi dujõ,jebi_dujõ,j e b i + d u j õ,,hindukush,,,^ j e b i _ d u j õ $,default,
aee_kg-Numerals-42-1,,aee_kg,Numerals-42,dubi dujõ,dubi_dujõ,d u b i + d u j õ,,hindukush,,,^ d u b i _ d u j õ $,default,
aee_kg-Numerals-43-1,,aee_kg,Numerals-43,ɬeːbi dujõ,ɬeːbi_dujõ,ɬ eː b i + d u j õ,,hindukush,,,^ ɬ eː b i _ d u j õ $,default,
aee_kg-Numerals-44-1,,aee_kg,Numerals-44,tsoːrəbi dujõ,tsoːrəbi_dujõ,ts oː r ə b i + d u j õ,,hindukush,,,^ ts oː r ə b i _ d u j õ $,default,
