ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Audio_Files
aee_at-Kinship-sonsson-1,,aee_at,Kinship-sonsson,nawaːsom,nawaːsom,n a w aː s o m,,hindukush,,,^ n a w aː s o m $,default,
aee_at-Kinship-sonsdaughter-1,,aee_at,Kinship-sonsdaughter,naːsijom,naːsijom,n aː s i j o m,,hindukush,,,^ n aː s i j o m $,default,
aee_at-Kinship-daughtersson-1,,aee_at,Kinship-daughtersson,nawaːsom,nawaːsom,n a w aː s o m,,hindukush,,,^ n a w aː s o m $,default,
aee_at-Kinship-daughtersdaughter-1,,aee_at,Kinship-daughtersdaughter,naːsijom,naːsijom,n aː s i j o m,,hindukush,,,^ n aː s i j o m $,default,
aee_at-Kinship-fathersbrother-1,,aee_at,Kinship-fathersbrother,kaːgɔː,kaːgɔː,k aː g ɔː,,hindukush,,,^ k aː g ɔː $,default,
aee_at-Kinship-fathersolderbrother-1,,aee_at,Kinship-fathersolderbrother,ɖeːɕʈɔː kaːgɔː,ɖeːɕʈɔː_kaːgɔː,ɖ eː ɕ ʈ ɔː + k aː g ɔː,,hindukush,,,^ ɖ eː ɕ ʈ ɔː _ k aː g ɔː $,default,
aee_at-Kinship-fathersyoungerbrother-1,,aee_at,Kinship-fathersyoungerbrother,lam kaːgɔː,lam_kaːgɔː,l a m + k aː g ɔː,,hindukush,,,^ l a m _ k aː g ɔː $,default,
aee_at-Kinship-fatherssister-1,,aee_at,Kinship-fatherssister,maːmejom,maːmejom,m aː m e j o m,,hindukush,,,^ m aː m e j o m $,default,
aee_at-Kinship-fathersoldersister-1,,aee_at,Kinship-fathersoldersister,ɖeʂʈeː maːmejom,ɖeʂʈeː_maːmejom,ɖ e ʂ ʈ eː + m aː m e j o m,,hindukush,,,^ ɖ e ʂ ʈ eː _ m aː m e j o m $,default,
aee_at-Kinship-fathersyoungersister-1,,aee_at,Kinship-fathersyoungersister,kaneʂʈeː maːmejom,kaneʂʈeː_maːmejom,k a n e ʂ ʈ eː + m aː m e j o m,,hindukush,,,^ k a n e ʂ ʈ eː _ m aː m e j o m $,default,
aee_at-Kinship-mothersbrother-1,,aee_at,Kinship-mothersbrother,mæːk,mæːk,m æː k,,hindukush,,,^ m æː k $,default,
aee_at-Kinship-mothersolderbrother-1,,aee_at,Kinship-mothersolderbrother,ɖeːʂʈɔː mæːk,ɖeːʂʈɔː_mæːk,ɖ eː ʂ ʈ ɔː + m æː k,,hindukush,,,^ ɖ eː ʂ ʈ ɔː _ m æː k $,default,
aee_at-Kinship-mothersyoungerbrother-1,,aee_at,Kinship-mothersyoungerbrother,kaneʂʈɔː mæːk,kaneʂʈɔː_mæːk,k a n e ʂ ʈ ɔː + m æː k,,hindukush,,,^ k a n e ʂ ʈ ɔː _ m æː k $,default,
aee_at-Kinship-motherssister-1,,aee_at,Kinship-motherssister,maːmejom,maːmejom,m aː m e j o m,,hindukush,,,^ m aː m e j o m $,default,
aee_at-Kinship-mothersoldersister-1,,aee_at,Kinship-mothersoldersister,ɖeʂʈeː maːmejom,ɖeʂʈeː_maːmejom,ɖ e ʂ ʈ eː + m aː m e j o m,,hindukush,,,^ ɖ e ʂ ʈ eː _ m aː m e j o m $,default,
aee_at-Kinship-mothersyoungersister-1,,aee_at,Kinship-mothersyoungersister,kaneʂʈeː maːmejom,kaneʂʈeː_maːmejom,k a n e ʂ ʈ eː + m aː m e j o m,,hindukush,,,^ k a n e ʂ ʈ eː _ m aː m e j o m $,default,
aee_at-Kinship-brothersson-1,,aee_at,Kinship-brothersson,laːestəm,laːestəm,l aː e s t ə m,,hindukush,,,^ l aːe s t ə m $,default,
aee_at-Kinship-brothersdaughter-1,,aee_at,Kinship-brothersdaughter,laːestam oːja,laːestam_oːja,l aː e s t a m + oː j a,,hindukush,,,^ l aːe s t a m _ oː j a $,default,
aee_at-Kinship-sistersson-1,,aee_at,Kinship-sistersson,nawaːsa,nawaːsa,n a w aː s a,,hindukush,,,^ n a w aː s a $,default,
aee_at-Kinship-sistersdaughter-1,,aee_at,Kinship-sistersdaughter,nawaːsi,nawaːsi,n a w aː s i,,hindukush,,,^ n a w aː s i $,default,
aee_at-Kinship-husband-1,,aee_at,Kinship-husband,ponze,ponze,p o n z e,,hindukush,,,^ p o n z e $,default,
aee_at-Kinship-wife-1,,aee_at,Kinship-wife,tərik,tərik,t ə r i k,,hindukush,,,^ t ə r i k $,default,
aee_at-Kinship-fathersolderbrotherswife-1,,aee_at,Kinship-fathersolderbrotherswife,æːje,æːje,æː j e,,hindukush,,,^ æː j e $,default,
aee_at-Kinship-fathersyoungerbrotherswife-1,,aee_at,Kinship-fathersyoungerbrotherswife,æːje,æːje,æː j e,,hindukush,,,^ æː j e $,default,
aee_at-Kinship-fatherssistershusband-1,,aee_at,Kinship-fatherssistershusband,mɔːmejom,mɔːmejom,m ɔː m e j o m,,hindukush,,,^ m ɔː m e j o m $,default,
aee_at-Kinship-mothersbrotherswife-1,,aee_at,Kinship-mothersbrotherswife,mamak,mamak,m a m a k,,hindukush,,,^ m a m a k $,default,
aee_at-Kinship-motherssistershusband-1,,aee_at,Kinship-motherssistershusband,maːmba,maːmba,m aː m b a,,hindukush,,,^ m aː m b a $,default,
aee_at-Kinship-sonswife-1,,aee_at,Kinship-sonswife,sunzam,sunzam,s u n z a m,,hindukush,,,^ s u n z a m $,default,
aee_at-Kinship-daughtershusband-1,,aee_at,Kinship-daughtershusband,dʑomaːm,dʑomaːm,dʑ o m aː m,,hindukush,,,^ dʑ o m aː m $,default,
aee_at-Kinship-brotherswifemaleego-1,,aee_at,Kinship-brotherswifemaleego,ɕenegom,ɕenegom,ɕ e n e g o m,,hindukush,,,^ ɕ e n e g o m $,default,
aee_at-Kinship-brotherswifefemaleego-1,,aee_at,Kinship-brotherswifefemaleego,ɕenegom,ɕenegom,ɕ e n e g o m,,hindukush,,,^ ɕ e n e g o m $,default,
aee_at-Kinship-sistershusbandmaleego-1,,aee_at,Kinship-sistershusbandmaleego,pɔereːm,pɔereːm,p ɔ e r eː m,,hindukush,,,^ p ɔ e r eː m $,default,
aee_at-Kinship-sistershusbandfemaleego-1,,aee_at,Kinship-sistershusbandfemaleego,pɔereːm,pɔereːm,p ɔ e r eː m,,hindukush,,,^ p ɔ e r eː m $,default,
aee_at-Kinship-wifesfather-1,,aee_at,Kinship-wifesfather,ɕeːrem,ɕeːrem,ɕ eː r e m,,hindukush,,,^ ɕ eː r e m $,default,
aee_at-Kinship-wifesmother-1,,aee_at,Kinship-wifesmother,ɕeːrem,ɕeːrem,ɕ eː r e m,,hindukush,,,^ ɕ eː r e m $,default,
aee_at-Kinship-husbandsfather-1,,aee_at,Kinship-husbandsfather,ʂenʂurim,ʂenʂurim,ʂ e n ʂ u r i m,,hindukush,,,^ ʂ e nʂ u r i m $,default,
aee_at-Kinship-husbandsmother-1,,aee_at,Kinship-husbandsmother,ʂenʂurim,ʂenʂurim,ʂ e n ʂ u r i m,,hindukush,,,^ ʂ e nʂ u r i m $,default,
aee_at-Kinship-husbandsbrother-1,,aee_at,Kinship-husbandsbrother,dərwiː,dərwiː,d ə r w iː,,hindukush,,,^ d ə rw iː $,default,
aee_at-Kinship-husbandssister-1,,aee_at,Kinship-husbandssister,dʑaːmea,dʑaːmea,dʑ aː m e a,,hindukush,,,^ dʑ aː m ea $,default,
aee_at-Kinship-wifesbrother-1,,aee_at,Kinship-wifesbrother,"faːri, fajri",faːri,f aː r i,,hindukush,,,^ f aː r i $,default,
aee_at-Kinship-wifesbrother-2,,aee_at,Kinship-wifesbrother,"faːri, fajri",fajri,f a j r i,,hindukush,,,^ f a j r i $,default,
aee_at-Kinship-wifessister-1,,aee_at,Kinship-wifessister,awər sawoːm,awər_sawoːm,a w ə r + s a w oː m,,hindukush,,,^ a w ə r _ s a w oː m $,default,
aee_at-Kinship-cowife-1,,aee_at,Kinship-cowife,ʐuwaɽen,ʐuwaɽen,ʐ u w a ɽ e n,,hindukush,,,^ ʐ u w a ɽ e n $,default,
aee_at-Kinship-forefather-1,,aee_at,Kinship-forefather,baːwast,baːwast,b aː w a s t,,hindukush,,,^ b aː w a s t $,default,
aee_at-Kinship-foremother-1,,aee_at,Kinship-foremother,baːwast dʑudaː,baːwast_dʑudaː,b aː w a s t + dʑ u d aː,,hindukush,,,^ b aː w a s t _ dʑ u d aː $,default,
aee_at-Kinship-fathersbrothersson-1,,aee_at,Kinship-fathersbrothersson,baːwast blaːwa putrə,baːwast_blaːwa_putrə,b aː w a s t + b l aː w a + p u t r ə,,hindukush,,,^ b aː w a s t _ b l aː w a _ p u t r ə $,default,
aee_at-Kinship-fathersbrothersdaughter-1,,aee_at,Kinship-fathersbrothersdaughter,baːwast blaːwastɔː,baːwast_blaːwastɔː,b aː w a s t + b l aː w a s t ɔː,,hindukush,,,^ b aː w a s t _ b l aː w a s t ɔː $,default,
aee_at-Kinship-fatherssistersson-1,,aee_at,Kinship-fatherssistersson,baːwast saːwastɔː putrə,baːwast_saːwastɔː_putrə,b aː w a s t + s aː w a s t ɔː + p u t r ə,,hindukush,,,^ b aː w a s t _ s aː w a s t ɔː _ p u t r ə $,default,
aee_at-Kinship-fatherssistersdaughter-1,,aee_at,Kinship-fatherssistersdaughter,baːwast wa,baːwast_wa,b aː w a s t + w a,,hindukush,,,^ b aː w a s t _ w a $,default,
aee_at-Kinship-mothersbrothersson-1,,aee_at,Kinship-mothersbrothersson,maikəst putrə,maikəst_putrə,m ai k ə s t + p u t r ə,,hindukush,,,^ m ai k ə s t _ p u t r ə $,default,
aee_at-Kinship-mothersbrothersdaughter-1,,aee_at,Kinship-mothersbrothersdaughter,maikəst wa,maikəst_wa,m ai k ə s t + w a,,hindukush,,,^ m ai k ə s t _ w a $,default,
aee_at-Kinship-motherssistersson-1,,aee_at,Kinship-motherssistersson,mombestom putrə,mombestom_putrə,m o m b e s t o m + p u t r ə,,hindukush,,,^ m o m b e s t o m _ p u t r ə $,default,
aee_at-Kinship-motherssistersdaughter-1,,aee_at,Kinship-motherssistersdaughter,mambeːst wa,mambeːst_wa,m a m b eː s t + w a,,hindukush,,,^ m a m b eː s t _ w a $,default,
aee_at-Kinship-relative-1,,aee_at,Kinship-relative,tɔːnuk dustaːn,tɔːnuk_dustaːn,t ɔː n u k + d u s t aː n,,hindukush,,,^ t ɔː n u k _ d u s t aː n $,default,
aee_at-Kinship-headofhousehold-1,,aee_at,Kinship-headofhousehold,gəɕinast məɕəra,gəɕinast_məɕəra,g ə ɕ i n a s t + m ə ɕ ə r a,,hindukush,,,^ g ə ɕ i n a s t _ m ə ɕ ə r a $,default,
aee_ch-Kinship-father-1,,aee_ch,Kinship-father,baːw,baːw,b aː w,,hindukush,,,^ b aː w $,default,
aee_ch-Kinship-mother-1,,aee_ch,Kinship-mother,aːi,aːi,aːi,,hindukush,,,^ aːi $,default,
aee_ch-Kinship-parent-1,,aee_ch,Kinship-parent,aːi aw baːw,aːi_aw_baːw,aːi + a w + b aː w,,hindukush,,,^ aːi _ a w _ b aː w $,default,
aee_ch-Kinship-son-1,,aee_ch,Kinship-son,fuləm,fuləm,f u l ə m,,hindukush,,,^ f u l ə m $,default,
aee_ch-Kinship-daughter-1,,aee_ch,Kinship-daughter,woːm,woːm,w oː m,,hindukush,,,^ w oː m $,default,
aee_ch-Kinship-brother-1,,aee_ch,Kinship-brother,loːm,loːm,l oː m,,hindukush,,,^ l oː m $,default,
aee_ch-Kinship-sister-1,,aee_ch,Kinship-sister,sawoːm,sawoːm,s a w oː m,,hindukush,,,^ s a w oː m $,default,
aee_ch-Kinship-olderbrother-1,,aee_ch,Kinship-olderbrother,dəʂʈoː loːm,dəʂʈoː_loːm,d ə ʂ ʈ oː + l oː m,,hindukush,,,^ d ə ʂ ʈ oː _ l oː m $,default,
aee_ch-Kinship-youngerbrother-1,,aee_ch,Kinship-youngerbrother,kaːniʂʈoː loːm,kaːniʂʈoː_loːm,k aː n i ʂ ʈ oː + l oː m,,hindukush,,,^ k aː n i ʂ ʈ oː _ l oː m $,default,
aee_ch-Kinship-oldersister-1,,aee_ch,Kinship-oldersister,dəʂʈiː sawoːm,dəʂʈiː_sawoːm,d ə ʂ ʈ iː + s a w oː m,,hindukush,,,^ d ə ʂ ʈ iː _ s a w oː m $,default,
aee_ch-Kinship-youngersister-1,,aee_ch,Kinship-youngersister,kaːniʂʈie sawoːm,kaːniʂʈie_sawoːm,k aː n i ʂ ʈ i e + s a w oː m,,hindukush,,,^ k aː n i ʂ ʈ i e _ s a w oː m $,default,
aee_ch-Kinship-fathersfather-1,,aee_ch,Kinship-fathersfather,gaːɳ baːw,gaːɳ_baːw,g aː ɳ + b aː w,,hindukush,,,^ g aː ɳ _ b aː w $,default,
aee_ch-Kinship-fathersmother-1,,aee_ch,Kinship-fathersmother,gaɽaːi,gaɽaːi,g a ɽ aːi,,hindukush,,,^ g a ɽ aːi $,default,
aee_ch-Kinship-mothersfather-1,,aee_ch,Kinship-mothersfather,aːi bohoː gaːɳ baːw,aːi_bohoː_gaːɳ_baːw,aːi + b o h oː + g aː ɳ + b aː w,,hindukush,,,^ aːi _ b o h oː _ g aː ɳ _ b aː w $,default,
aee_ch-Kinship-mothersmother-1,,aee_ch,Kinship-mothersmother,aːi bohoː gaɽaːi,aːi_bohoː_gaɽaːi,aːi + b o h oː + g a ɽ aːi,,hindukush,,,^ aːi _ b o h oː _ g a ɽ aːi $,default,
aee_ch-Kinship-sonsson-1,,aee_ch,Kinship-sonsson,nosom,nosom,n o s o m,,hindukush,,,^ n o s o m $,default,
aee_ch-Kinship-sonsdaughter-1,,aee_ch,Kinship-sonsdaughter,nosiːm,nosiːm,n o s iː m,,hindukush,,,^ n o s iː m $,default,
aee_ch-Kinship-daughtersson-1,,aee_ch,Kinship-daughtersson,"waːstəm fulə, nosom",waːstəm_fulə,w aː s t ə m + f u l ə,,hindukush,,,^ w aː s t ə m _ f u l ə $,default,
aee_ch-Kinship-daughtersson-2,,aee_ch,Kinship-daughtersson,"waːstəm fulə, nosom",nosom,n o s o m,,hindukush,,,^ n o s o m $,default,
aee_ch-Kinship-daughtersdaughter-1,,aee_ch,Kinship-daughtersdaughter,"waːstəm waː, nosiːm",waːstəm_waː,w aː s t ə m + w aː,,hindukush,,,^ w aː s t ə m _ w aː $,default,
aee_ch-Kinship-daughtersdaughter-2,,aee_ch,Kinship-daughtersdaughter,"waːstəm waː, nosiːm",nosiːm,n o s iː m,,hindukush,,,^ n o s iː m $,default,
aee_ch-Kinship-fathersbrother-1,,aee_ch,Kinship-fathersbrother,baːwas la,baːwas_la,b aː w a s + l a,,hindukush,,,^ b aː w a s _ l a $,default,
aee_ch-Kinship-fathersolderbrother-1,,aee_ch,Kinship-fathersolderbrother,baːwas dəʂʈoː la,baːwas_dəʂʈoː_la,b aː w a s + d ə ʂ ʈ oː + l a,,hindukush,,,^ b aː w a s _ d ə ʂ ʈ oː _ l a $,default,
aee_ch-Kinship-fathersyoungerbrother-1,,aee_ch,Kinship-fathersyoungerbrother,baːwas kaniʂʈoː la,baːwas_kaniʂʈoː_la,b aː w a s + k a n i ʂ ʈ oː + l a,,hindukush,,,^ b aː w a s _ k a n i ʂ ʈ oː _ l a $,default,
aee_ch-Kinship-fatherssister-1,,aee_ch,Kinship-fatherssister,"baːwas sawa, mumik",baːwas_sawa,b aː w a s + s a w a,,hindukush,,,^ b aː w a s _ s a w a $,default,
aee_ch-Kinship-fatherssister-2,,aee_ch,Kinship-fatherssister,"baːwas sawa, mumik",mumik,m u m i k,,hindukush,,,^ m u m i k $,default,
aee_ch-Kinship-fathersoldersister-1,,aee_ch,Kinship-fathersoldersister,"baːwas dəʂʈiː sawa, dəʂʈiː mumik",baːwas_dəʂʈiː_sawa,b aː w a s + d ə ʂ ʈ iː + s a w a,,hindukush,,,^ b aː w a s _ d ə ʂ ʈ iː _ s a w a $,default,
aee_ch-Kinship-fathersoldersister-2,,aee_ch,Kinship-fathersoldersister,"baːwas dəʂʈiː sawa, dəʂʈiː mumik",dəʂʈiː_mumik,d ə ʂ ʈ iː + m u m i k,,hindukush,,,^ d ə ʂ ʈ iː _ m u m i k $,default,
aee_ch-Kinship-fathersyoungersister-1,,aee_ch,Kinship-fathersyoungersister,"baːwas kaniʂʈiː sawa, kaniʂʈiː mumik",baːwas_kaniʂʈiː_sawa,b aː w a s + k a n i ʂ ʈ iː + s a w a,,hindukush,,,^ b aː w a s _ k a n i ʂ ʈ iː _ s a w a $,default,
aee_ch-Kinship-fathersyoungersister-2,,aee_ch,Kinship-fathersyoungersister,"baːwas kaniʂʈiː sawa, kaniʂʈiː mumik",kaniʂʈiː_mumik,k a n i ʂ ʈ iː + m u m i k,,hindukush,,,^ k a n i ʂ ʈ iː _ m u m i k $,default,
aee_ch-Kinship-mothersbrother-1,,aee_ch,Kinship-mothersbrother,"meːk, aːis la",meːk,m eː k,,hindukush,,,^ m eː k $,default,
aee_ch-Kinship-mothersbrother-2,,aee_ch,Kinship-mothersbrother,"meːk, aːis la",aːis_la,aːi s + l a,,hindukush,,,^ aːi s _ l a $,default,
aee_ch-Kinship-mothersolderbrother-1,,aee_ch,Kinship-mothersolderbrother,"aːis dəʂʈoː la, dəʂʈoː meːk",aːis_dəʂʈoː_la,aːi s + d ə ʂ ʈ oː + l a,,hindukush,,,^ aːi s _ d ə ʂ ʈ oː _ l a $,default,
aee_ch-Kinship-mothersolderbrother-2,,aee_ch,Kinship-mothersolderbrother,"aːis dəʂʈoː la, dəʂʈoː meːk",dəʂʈoː_meːk,d ə ʂ ʈ oː + m eː k,,hindukush,,,^ d ə ʂ ʈ oː _ m eː k $,default,
aee_ch-Kinship-mothersyoungerbrother-1,,aee_ch,Kinship-mothersyoungerbrother,"aːis kaniʂʈoː la, kaniʂʈoː meːk",aːis_kaniʂʈoː_la,aːi s + k a n i ʂ ʈ oː + l a,,hindukush,,,^ aːi s _ k a n i ʂ ʈ oː _ l a $,default,
aee_ch-Kinship-mothersyoungerbrother-2,,aee_ch,Kinship-mothersyoungerbrother,"aːis kaniʂʈoː la, kaniʂʈoː meːk",kaniʂʈoː_meːk,k a n i ʂ ʈ oː + m eː k,,hindukush,,,^ k a n i ʂ ʈ oː _ m eː k $,default,
aee_ch-Kinship-motherssister-1,,aee_ch,Kinship-motherssister,"aːis sawa, kaniʂʈiː aːi",aːis_sawa,aːi s + s a w a,,hindukush,,,^ aːi s _ s a w a $,default,
aee_ch-Kinship-motherssister-2,,aee_ch,Kinship-motherssister,"aːis sawa, kaniʂʈiː aːi",kaniʂʈiː_aːi,k a n i ʂ ʈ iː + aːi,,hindukush,,,^ k a n i ʂ ʈ iː _ aːi $,default,
aee_ch-Kinship-mothersoldersister-1,,aee_ch,Kinship-mothersoldersister,"aːis dəʂʈiː sawa, dəʂʈiː aːi",aːis_dəʂʈiː_sawa,aːi s + d ə ʂ ʈ iː + s a w a,,hindukush,,,^ aːi s _ d ə ʂ ʈ iː _ s a w a $,default,
aee_ch-Kinship-mothersoldersister-2,,aee_ch,Kinship-mothersoldersister,"aːis dəʂʈiː sawa, dəʂʈiː aːi",dəʂʈiː_aːi,d ə ʂ ʈ iː + aːi,,hindukush,,,^ d ə ʂ ʈ iː _ aːi $,default,
aee_ch-Kinship-mothersyoungersister-1,,aee_ch,Kinship-mothersyoungersister,"aːis kaniʂʈiː sawa, kaniʂʈiː aːi",aːis_kaniʂʈiː_sawa,aːi s + k a n i ʂ ʈ iː + s a w a,,hindukush,,,^ aːi s _ k a n i ʂ ʈ iː _ s a w a $,default,
aee_ch-Kinship-mothersyoungersister-2,,aee_ch,Kinship-mothersyoungersister,"aːis kaniʂʈiː sawa, kaniʂʈiː aːi",kaniʂʈiː_aːi,k a n i ʂ ʈ iː + aːi,,hindukush,,,^ k a n i ʂ ʈ iː _ aːi $,default,
aee_ch-Kinship-brothersson-1,,aee_ch,Kinship-brothersson,laːstəm fulə,laːstəm_fulə,l aː s t ə m + f u l ə,,hindukush,,,^ l aː s t ə m _ f u l ə $,default,
aee_ch-Kinship-brothersdaughter-1,,aee_ch,Kinship-brothersdaughter,laːstəm wa,laːstəm_wa,l aː s t ə m + w a,,hindukush,,,^ l aː s t ə m _ w a $,default,
aee_ch-Kinship-sistersson-1,,aee_ch,Kinship-sistersson,"xoraja, sawaːstəm pʰulə",xoraja,x o r a j a,,hindukush,,,^ x o r a j a $,default,
aee_ch-Kinship-sistersson-2,,aee_ch,Kinship-sistersson,"xoraja, sawaːstəm pʰulə",sawaːstəm_pʰulə,s a w aː s t ə m + pʰ u l ə,,hindukush,,,^ s a w aː s t ə m _ pʰ u l ə $,default,
aee_ch-Kinship-sistersdaughter-1,,aee_ch,Kinship-sistersdaughter,"nosiːm, sawaːstəm wa",nosiːm,n o s iː m,,hindukush,,,^ n o s iː m $,default,
aee_ch-Kinship-sistersdaughter-2,,aee_ch,Kinship-sistersdaughter,"nosiːm, sawaːstəm wa",sawaːstəm_wa,s a w aː s t ə m + w a,,hindukush,,,^ s a w aː s t ə m _ w a $,default,
aee_ch-Kinship-husband-1,,aee_ch,Kinship-husband,pojn,pojn,p o j n,,hindukush,,,^ p o j n $,default,
aee_ch-Kinship-wife-1,,aee_ch,Kinship-wife,"ɬik, moːʂi",ɬik,ɬ i k,,hindukush,,,^ ɬ i k $,default,
aee_ch-Kinship-wife-2,,aee_ch,Kinship-wife,"ɬik, moːʂi",moːʂi,m oː ʂ i,,hindukush,,,^ m oː ʂ i $,default,
aee_ch-Kinship-fathersolderbrotherswife-1,,aee_ch,Kinship-fathersolderbrotherswife,baːwas dəʂʈiː laːstoː ɬik,baːwas_dəʂʈiː_laːstoː_ɬik,b aː w a s + d ə ʂ ʈ iː + l aː s t oː + ɬ i k,,hindukush,,,^ b aː w a s _ d ə ʂ ʈ iː _ l aː s t oː _ ɬ i k $,default,
aee_ch-Kinship-fathersyoungerbrotherswife-1,,aee_ch,Kinship-fathersyoungerbrotherswife,baːwas kaːniʂʈoː laːstoː ɬikja,baːwas_kaːniʂʈoː_laːstoː_ɬikja,b aː w a s + k aː n i ʂ ʈ oː + l aː s t oː + ɬ i k j a,,hindukush,,,^ b aː w a s _ k aː n i ʂ ʈ oː _ l aː s t oː _ ɬ i k j a $,default,
aee_ch-Kinship-fatherssistershusband-1,,aee_ch,Kinship-fatherssistershusband,"mumikəs poːzə, baːwas sawastoː poːzə",mumikəs_poːzə,m u m i k ə s + p oː z ə,,hindukush,,,^ m u m i k ə s _ p oː z ə $,default,
aee_ch-Kinship-fatherssistershusband-2,,aee_ch,Kinship-fatherssistershusband,"mumikəs poːzə, baːwas sawastoː poːzə",baːwas_sawastoː_poːzə,b aː w a s + s a w a s t oː + p oː z ə,,hindukush,,,^ b aː w a s _ s a w a s t oː _ p oː z ə $,default,
aee_ch-Kinship-motherssistershusband-1,,aee_ch,Kinship-motherssistershusband,aːis sawaːstoː poːzə,aːis_sawaːstoː_poːzə,aːi s + s a w aː s t oː + p oː z ə,,hindukush,,,^ aːi s _ s a w aː s t oː _ p oː z ə $,default,
aee_ch-Kinship-sonswife-1,,aee_ch,Kinship-sonswife,suzoːm,suzoːm,s u z oː m,,hindukush,,,^ s u z oː m $,default,
aee_ch-Kinship-daughtershusband-1,,aee_ch,Kinship-daughtershusband,"zoːmoːm, zoːmaːi",zoːmoːm,z oː m oː m,,hindukush,,,^ z oː m oː m $,default,
aee_ch-Kinship-daughtershusband-2,,aee_ch,Kinship-daughtershusband,"zoːmoːm, zoːmaːi",zoːmaːi,z oː m aːi,,hindukush,,,^ z oː m aːi $,default,
aee_ch-Kinship-brotherswifemaleego-1,,aee_ch,Kinship-brotherswifemaleego,"ɕinik, laːsəm ɬikja",ɕinik,ɕ i n i k,,hindukush,,,^ ɕ i n i k $,default,
aee_ch-Kinship-brotherswifemaleego-2,,aee_ch,Kinship-brotherswifemaleego,"ɕinik, laːsəm ɬikja",laːsəm_ɬikja,l aː s ə m + ɬ i k j a,,hindukush,,,^ l aː s ə m _ ɬ i k j a $,default,
aee_ch-Kinship-brotherswifefemaleego-1,,aee_ch,Kinship-brotherswifefemaleego,ɕinik,ɕinik,ɕ i n i k,,hindukush,,,^ ɕ i n i k $,default,
aee_ch-Kinship-sistershusbandmaleego-1,,aee_ch,Kinship-sistershusbandmaleego,"zoːmoːm, sawastəm poːzə",zoːmoːm,z oː m oː m,,hindukush,,,^ z oː m oː m $,default,
aee_ch-Kinship-sistershusbandmaleego-2,,aee_ch,Kinship-sistershusbandmaleego,"zoːmoːm, sawastəm poːzə",sawastəm_poːzə,s a w a s t ə m + p oː z ə,,hindukush,,,^ s a w a s t ə m _ p oː z ə $,default,
aee_ch-Kinship-sistershusbandfemaleego-1,,aee_ch,Kinship-sistershusbandfemaleego,ɕiõːɽuk,ɕiõːɽuk,ɕ i õː ɽ u k,,hindukush,,,^ ɕ i õː ɽ u k $,default,
aee_ch-Kinship-wifesfather-1,,aee_ch,Kinship-wifesfather,"ɕəɕuroː, ɬijastəm bawa",ɕəɕuroː,ɕ ə ɕ u r oː,,hindukush,,,^ ɕ ə ɕ u r oː $,default,
aee_ch-Kinship-wifesfather-2,,aee_ch,Kinship-wifesfather,"ɕəɕuroː, ɬijastəm bawa",ɬijastəm_bawa,ɬ i j a s t ə m + b a w a,,hindukush,,,^ ɬ i j a s t ə m _ b a w a $,default,
aee_ch-Kinship-wifesmother-1,,aee_ch,Kinship-wifesmother,"ɕəɕuriː, ɬijastəm oja",ɕəɕuriː,ɕ ə ɕ u r iː,,hindukush,,,^ ɕ ə ɕ u r iː $,default,
aee_ch-Kinship-wifesmother-2,,aee_ch,Kinship-wifesmother,"ɕəɕuriː, ɬijastəm oja",ɬijastəm_oja,ɬ i j a s t ə m + o j a,,hindukush,,,^ ɬ i j a s t ə m _ o j a $,default,
aee_ch-Kinship-husbandsfather-1,,aee_ch,Kinship-husbandsfather,"ɕəɕuroː, poːzəstəm bawa",ɕəɕuroː,ɕ ə ɕ u r oː,,hindukush,,,^ ɕ ə ɕ u r oː $,default,
aee_ch-Kinship-husbandsfather-2,,aee_ch,Kinship-husbandsfather,"ɕəɕuroː, poːzəstəm bawa",poːzəstəm_bawa,p oː z ə s t ə m + b a w a,,hindukush,,,^ p oː z ə s t ə m _ b a w a $,default,
aee_ch-Kinship-husbandsmother-1,,aee_ch,Kinship-husbandsmother,"ɕəɕuriː, poːzəstəm oja",ɕəɕuriː,ɕ ə ɕ u r iː,,hindukush,,,^ ɕ ə ɕ u r iː $,default,
aee_ch-Kinship-husbandsmother-2,,aee_ch,Kinship-husbandsmother,"ɕəɕuriː, poːzəstəm oja",poːzəstəm_oja,p oː z ə s t ə m + o j a,,hindukush,,,^ p oː z ə s t ə m _ o j a $,default,
aee_ch-Kinship-husbandsbrother-1,,aee_ch,Kinship-husbandsbrother,ɕiõːɽuk,ɕiõːɽuk,ɕ i õː ɽ u k,,hindukush,,,^ ɕ i õː ɽ u k $,default,
aee_ch-Kinship-husbandssister-1,,aee_ch,Kinship-husbandssister,zuzoːmi,zuzoːmi,z u z oː m i,,hindukush,,,^ z u z oː m i $,default,
aee_ch-Kinship-wifesbrother-1,,aee_ch,Kinship-wifesbrother,ɕiõːɽuk,ɕiõːɽuk,ɕ i õː ɽ u k,,hindukush,,,^ ɕ i õː ɽ u k $,default,
aee_ch-Kinship-wifessister-1,,aee_ch,Kinship-wifessister,ɕiõːɽik,ɕiõːɽik,ɕ i õː ɽ i k,,hindukush,,,^ ɕ i õː ɽ i k $,default,
aee_ch-Kinship-cowife-1,,aee_ch,Kinship-cowife,dʑõːɽ,dʑõːɽ,dʑ õː ɽ,,hindukush,,,^ dʑ õː ɽ $,default,
